ema,ema_l2,ema_l2_proj,ema_proj,grad,grad_l2,grad_l2_proj,grad_proj
1.109214186668396,3.685437440872192,3.573969602584839,1.1205487251281738,35.03007125854492,15.0619478225708,14.724693298339844,37.867401123046875
1.4927353858947754,7.09810209274292,8.046661376953125,1.521644949913025,8.748299598693848,40.56798553466797,28.4094181060791,2.0108861923217773
1.8565375804901123,24.86890983581543,25.416587829589844,1.7429062128067017,6.270050525665283,45.51628494262695,20.63067626953125,1.347679853439331
2.0652458667755127,61.38352584838867,62.85879898071289,1.8805376291275024,7.536725044250488,34.91838836669922,27.54265022277832,1.6681991815567017
2.5974316596984863,77.4529037475586,86.01117706298828,2.3918650150299072,8.513510704040527,40.12682342529297,32.89280700683594,1.632020115852356
2.7643260955810547,91.52454376220705,89.08687591552734,2.48728609085083,6.935560703277588,49.02668762207031,38.28947067260742,1.3806575536727903
3.0706305503845215,95.9349136352539,90.72978973388672,2.542706251144409,4.331188678741455,59.21109390258789,46.74423599243164,1.3797223567962646
9.905317306518556,94.09750366210938,98.68274688720705,3.0207953453063965,3.0668671131134033,63.56562423706055,44.93424224853515,1.386937379837036
13.439581871032717,93.30571746826172,104.8340835571289,3.0436718463897705,2.708465814590454,62.1191520690918,39.36479568481445,1.360203742980957
17.969999313354492,81.07520294189453,103.53974151611328,3.526456594467163,2.1915977001190186,53.44183349609375,44.38230514526367,1.3897625207901
16.316049575805664,81.09196472167969,97.0762176513672,3.871504545211792,2.0385289192199707,52.705589294433594,46.80002212524414,1.401764988899231
15.287589073181152,80.9280014038086,96.68006134033205,4.327883243560791,2.4055845737457275,51.120967864990234,47.08982849121094,1.5005345344543457
14.302871704101562,76.02113342285156,97.52644348144533,4.389212608337402,3.093640089035034,49.7752799987793,41.05302047729492,1.49870765209198
13.019874572753906,78.7681655883789,94.64593505859376,4.824060916900635,2.975322961807251,51.49816131591797,41.18299865722656,1.4391285181045532
12.261075973510742,82.43140411376953,93.7263641357422,5.0525054931640625,2.6162009239196777,61.472206115722656,43.62129211425781,1.521783471107483
10.19634246826172,81.2680435180664,93.8146514892578,5.179274082183838,2.737394332885742,63.22279739379883,48.80470657348633,1.7520860433578491
9.54870891571045,75.79027557373047,94.45828247070312,4.892514228820801,3.5659501552581787,65.3353042602539,40.994842529296875,1.8565363883972168
8.431461334228516,74.98564910888672,93.52639770507812,4.725747585296631,3.29756236076355,60.82926559448242,51.80768585205078,2.341648817062378
8.19823932647705,80.99996185302734,93.52115631103516,4.501354217529297,2.863839864730835,63.12778091430664,45.34275436401367,1.5887219905853271
7.323347091674805,80.72659301757812,94.52779388427734,4.428630352020264,2.654858350753784,66.80565643310547,35.5106315612793,1.3635139465332031
6.930447578430176,84.60398864746094,96.03502655029295,4.309531211853027,2.996608257293701,62.48296356201172,41.1062126159668,1.366857647895813
7.035299777984619,81.27271270751953,97.91509246826172,4.29674768447876,3.4222283363342285,48.85001754760742,39.344242095947266,1.335397720336914
6.704461097717285,79.4030990600586,98.70930480957033,4.039760112762451,2.5702192783355713,47.18395233154297,42.84979248046875,1.304368019104004
6.551686763763428,80.38453674316406,100.62482452392578,3.8899219036102295,2.995429515838623,52.35143280029297,48.90468978881836,1.3017644882202148
7.122986316680908,79.50965881347656,100.92440795898438,3.711646795272827,2.9355015754699707,61.12682342529297,50.77364730834961,1.31056010723114
7.162661075592041,80.34760284423828,99.46723175048828,3.537733793258667,3.4823660850524902,67.28285217285156,53.22301483154297,1.3247950077056885
6.761115074157715,81.85321044921875,99.85034942626952,3.4338409900665283,3.2709221839904785,67.5298843383789,45.03289031982422,1.9705904722213743
6.626796722412109,81.83096313476562,101.59430694580078,3.505772590637207,3.834782838821411,70.02801513671875,54.79580307006836,1.8844929933547976
6.7958502769470215,83.22393035888672,104.37711334228516,3.5280513763427734,3.792630195617676,73.61688995361328,52.13145446777344,1.366710543632507
6.765599250793457,84.87027740478516,106.50141143798828,3.5549967288970947,3.352071523666382,68.41575622558594,61.40021133422851,1.374657154083252
6.86752462387085,84.1181640625,108.30428314208984,3.486769914627075,1.8084551095962524,55.508052825927734,51.92081832885742,1.305551290512085
6.413076400756836,84.91230010986328,111.6344985961914,3.47680926322937,1.8363078832626345,62.62753677368164,54.590118408203125,1.2706958055496216
6.6609883308410645,85.46793365478516,110.54435729980467,3.529437780380249,1.9312567710876465,70.3662109375,55.133018493652344,1.2513823509216309
6.1177191734313965,85.92720031738281,113.69554138183594,3.53741192817688,2.558098793029785,70.3977279663086,60.634822845458984,1.3099660873413086
6.150166034698486,87.95591735839844,113.40357971191406,3.5354158878326416,1.8330506086349487,83.61449432373047,68.15046691894531,1.2889766693115234
6.239065647125244,86.16753387451172,112.4795913696289,3.5200870037078857,1.8440557718276975,84.05305480957031,75.41222381591797,1.316366195678711
6.581984519958496,87.07794189453125,112.31024932861328,3.5325820446014404,2.907073974609375,82.43062591552734,70.66706848144531,1.3557920455932615
6.936831951141357,86.34030151367188,114.56837463378906,3.4731085300445557,1.9413931369781496,81.6823501586914,75.72439575195312,1.3954044580459597
6.629583835601807,88.01182556152344,116.1703872680664,3.4562318325042725,2.7174651622772217,80.71823120117188,80.19770812988281,1.3965835571289062
6.514918327331543,85.47555541992188,115.039794921875,3.4396533966064453,1.7946637868881226,88.93850708007812,74.62104797363281,1.3971601724624634
6.8115973472595215,86.34439086914062,116.48651885986328,3.34295916557312,2.303668737411499,86.50713348388672,78.1776351928711,1.7891634702682495
7.045120716094971,88.92740631103516,118.04834747314452,3.3077566623687744,1.704700946807861,84.34947967529297,80.8584213256836,1.516822099685669
6.841540813446045,89.61000061035156,117.8830108642578,3.381615400314331,1.797272801399231,82.52791595458984,74.9881820678711,1.3547885417938232
6.463265419006348,91.27433776855467,118.25396728515624,3.3329880237579346,1.7653404474258425,81.81134796142578,75.35747528076172,1.67324960231781
6.481574535369873,91.03319549560548,118.62349700927734,3.3359978199005127,1.6864653825759888,81.33120727539062,78.73835754394531,1.7230051755905151
6.380706787109375,92.0239486694336,118.55826568603516,3.382505178451538,1.6713200807571411,81.01187133789062,76.22911071777344,1.3093124628067017
6.4725260734558105,92.78678131103516,118.4885025024414,3.3973188400268555,1.7147771120071411,55.807071685791016,77.27786254882812,1.302246332168579
6.643352508544922,94.93893432617188,120.49967193603516,3.4342575073242188,1.7754298448562622,59.22529602050781,84.01397705078125,1.3169244527816772
6.428447723388672,94.71109771728516,120.9855499267578,3.5124473571777344,1.8217742443084717,71.50499725341797,79.09721374511719,1.3176648616790771
6.162539482116699,94.11229705810548,121.20653533935548,3.522590160369873,1.915005564689636,76.4516372680664,79.49177551269531,1.3404897451400757
5.9242119789123535,93.61945343017578,120.73087310791016,3.4773924350738525,1.9485492706298828,78.72245788574219,82.85928344726562,1.3360483646392822
5.875469207763672,94.86473846435548,120.2422332763672,3.3944239616394043,1.8000714778900146,79.5789566040039,82.2704086303711,1.2638981342315674
5.81095552444458,96.31534576416016,121.4462432861328,3.418165445327759,1.7302340269088743,83.20343017578125,81.03115844726562,1.2812840938568115
5.7662434577941895,96.73149871826172,121.3670654296875,3.4084033966064453,1.7137584686279297,78.0639419555664,83.96418762207031,1.5241044759750366
5.996735572814941,98.06946563720705,122.54219818115234,3.423964023590088,1.706389307975769,77.91576385498047,88.43704223632812,1.391570806503296
6.070525646209717,99.16065979003906,122.5394287109375,3.447845935821533,1.6898974180221558,79.14805603027344,86.5629653930664,1.284077286720276
6.0439605712890625,100.77432250976562,123.08656311035156,3.4146759510040283,1.7006444931030271,81.22221374511719,83.71060943603516,1.2818338871002195
6.072029113769531,101.05494689941406,123.74791717529295,3.3186020851135254,1.6881855726242063,83.35883331298828,80.40436553955078,1.2829694747924805
6.002226829528809,100.35919189453124,125.01128387451172,3.3061275482177734,1.9706932306289673,83.60272216796875,73.54735565185547,1.2993676662445068
5.8680315017700195,99.53116607666016,125.05992126464844,3.2610373497009277,2.680739402770996,77.23711395263672,70.33200073242188,1.3090986013412476
6.127415180206299,101.59002685546876,125.85161590576172,3.229128122329712,2.3148560523986816,79.00204467773438,69.67467498779297,1.2850054502487185
6.094473361968994,100.83648681640624,125.7055206298828,3.186058521270752,2.219698905944824,80.68402862548828,70.852783203125,1.2714046239852903
6.393130779266357,103.05362701416016,127.01317596435548,3.1870973110198975,1.839771032333374,78.68175506591797,70.83509826660156,1.2750390768051147
6.381102561950684,102.15876007080078,126.83689880371094,3.204590320587158,1.8090529441833496,78.97943878173828,74.21458435058594,1.2717840671539309
6.065613746643066,103.51561737060548,127.66845703125,3.1781153678894043,1.820463180541992,82.07520294189453,82.30486297607422,1.2787163257598877
5.837369918823242,104.47071075439452,127.8961944580078,3.2135517597198486,1.8221006393432615,87.37298583984375,89.72769165039062,1.305634617805481
5.494444370269775,105.88695526123048,129.29745483398438,3.174506425857544,1.782341241836548,81.98746490478516,90.94193267822266,1.3668949604034424
5.400509357452393,106.8539581298828,130.64471435546875,3.212818145751953,1.7808830738067627,85.80205535888672,92.14308166503906,1.349591612815857
5.318990230560303,107.79325103759766,131.878662109375,3.1762497425079346,1.7665138244628906,90.40065002441406,97.86713409423828,1.2786403894424438
5.3924407958984375,108.73884582519533,131.61293029785156,3.110619306564331,2.0813605785369873,93.2400894165039,99.23053741455078,1.2815910577774048
5.396384239196777,108.35608673095705,133.4672393798828,3.1208078861236572,2.5061700344085693,97.68682861328124,97.4511489868164,1.2799121141433716
5.137640476226807,110.55986785888672,134.77252197265625,3.1219265460968018,2.51759672164917,97.9168472290039,98.44190979003906,1.2749571800231934
5.127548694610596,111.63256072998048,134.99888610839844,3.144742488861084,2.453537702560425,95.57079315185548,95.95274353027344,1.2816176414489746
5.150517463684082,111.064208984375,135.28126525878906,3.1602976322174072,2.9047863483428955,96.7203140258789,95.68720245361328,1.2762353420257568
5.16857385635376,111.87710571289062,135.46124267578125,3.1826658248901367,3.1730082035064697,93.80203247070312,92.62027740478516,1.2691718339920044
5.100868225097656,111.88465881347656,135.36277770996094,3.1647050380706787,3.262486457824707,94.84239196777344,92.72579193115234,1.256320238113403
4.980266571044922,113.92765045166016,133.28549194335938,3.210360050201416,2.07139253616333,94.4383773803711,91.6150894165039,1.2493634223937988
4.867532253265381,113.99543762207033,133.0497283935547,3.2181167602539062,1.8242040872573853,94.17861938476562,91.47601318359376,1.241070032119751
4.923255920410156,114.45663452148438,132.94541931152344,3.2210440635681152,1.8032293319702148,94.00633239746094,88.82129669189453,1.2464320659637451
4.915111541748047,115.45085144042967,133.76678466796875,3.182661294937134,1.8313037157058716,93.5317611694336,90.54085540771484,1.2431262731552124
5.123711109161377,115.71276092529295,132.92898559570312,3.155674934387207,1.8187458515167236,93.30065155029295,93.13998413085938,1.238944172859192
5.111077785491943,116.42816162109376,134.18345642089844,3.1507158279418945,1.82686984539032,95.40281677246094,95.87548065185548,1.2350519895553589
5.027876853942871,116.58409118652344,134.27146911621094,3.157529830932617,1.858209013938904,95.11688232421876,95.69023895263672,1.232935905456543
5.089252471923828,117.1045379638672,134.26014709472656,3.131187677383423,1.856440544128418,93.87513732910156,95.36961364746094,1.2366409301757812
5.100470542907715,117.8631362915039,134.38487243652344,3.1310746669769287,1.8260648250579832,92.56681060791016,95.87334442138672,1.2380391359329224
5.109303951263428,117.75523376464844,134.51866149902344,3.170807361602783,1.8360015153884888,93.21638488769533,97.38545989990234,1.2375072240829468
5.04494047164917,118.87197875976562,134.1934051513672,3.1833317279815674,1.831942439079285,92.739013671875,97.28902435302734,1.2438338994979858
5.1082763671875,119.70863342285156,134.92054748535156,3.1892056465148926,1.8401316404342651,92.55810546875,97.4878387451172,1.250215768814087
5.1320929527282715,119.6098175048828,134.94158935546875,3.1762311458587646,1.8511773347854616,93.0661849975586,97.2679214477539,1.3149683475494385
5.119049072265625,119.72280883789062,135.4788360595703,3.2002599239349365,1.8637762069702148,93.8241958618164,98.31847381591795,1.239920973777771
5.266427040100098,119.92119598388672,135.5618133544922,3.221292018890381,1.858359694480896,93.8186264038086,98.78134155273438,1.2271003723144531
5.258131504058838,119.7682113647461,135.61782836914062,3.1998798847198486,1.854414463043213,94.29946899414062,98.11947631835938,1.2182356119155884
5.336479663848877,120.38422393798828,135.2630157470703,3.2086431980133057,1.8603119850158691,94.94856262207033,97.95933532714844,1.2155410051345823
5.438021183013916,120.6982650756836,135.44956970214844,3.21187686920166,1.858022928237915,95.17021942138672,98.05111694335938,1.213465690612793
5.41212272644043,120.62351989746094,135.71336364746094,3.2239696979522705,1.863017439842224,95.18125915527344,98.43312072753906,1.2119102478027344
5.437822341918945,120.65512084960938,135.86764526367188,3.216433525085449,1.859585642814636,95.22765350341795,98.61285400390624,1.2103602886199951
5.399715900421143,121.03966522216795,135.8824462890625,3.210137367248535,1.8606503009796145,95.3188705444336,98.47013854980467,1.209591269493103
5.370862007141113,120.65422058105467,135.81761169433594,3.2205047607421875,1.853272080421448,95.2827606201172,98.50894165039062,1.209293007850647
5.389235019683838,120.77191925048828,136.03587341308594,3.228161096572876,1.8536232709884644,95.25702667236328,98.64466857910156,1.2081387042999268
5.36189079284668,121.1670913696289,136.1904754638672,3.237121105194092,1.8530216217041016,95.25357818603516,98.8015365600586,1.2076891660690308
